url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,40,33
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,18,13
/Luois45/claim-free-steam-packages/blob/main/get_package_list.py,9,4
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,6,4
/Luois45/claim-free-steam-packages/blob/main/package_list.txt,5,1
/Luois45/claim-free-steam-packages/blob/main/activate_packages.py,4,2
/Luois45/claim-free-steam-packages/blob/main/default-config.json,4,1
/Luois45/claim-free-steam-packages/tree/main/.github,3,1
/Luois45/claim-free-steam-packages/discussions,2,2
/Luois45/claim-free-steam-packages/actions,2,1
