url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,52,37
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,6,4
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,5,3
/Luois45/claim-free-steam-packages/issues,4,4
/Luois45/claim-free-steam-packages/releases,3,3
/Luois45/claim-free-steam-packages/blob/main/package_list.txt,2,2
/Luois45/claim-free-steam-packages/commits,2,2
/D:/package_list.htm,1,1
/Luois45/claim-free-steam-packages/actions/runs/3443810623,1,1
/Luois45/claim-free-steam-packages/actions/runs/3444183668,1,1
