time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-12 00:00:00+00:00,29.0,22.0,1,1
2023-02-13 00:00:00+00:00,43.0,31.0,2,2
2023-02-14 00:00:00+00:00,43.0,30.0,23,7
2023-02-15 00:00:00+00:00,31.0,24.0,6,4
2023-02-16 00:00:00+00:00,39.0,26.0,3,2
2023-02-17 00:00:00+00:00,32.0,25.0,3,2
2023-02-18 00:00:00+00:00,23.0,22.0,2,2
2023-02-19 00:00:00+00:00,24.0,23.0,6,5
2023-02-20 00:00:00+00:00,29.0,27.0,5,1
2023-02-21 00:00:00+00:00,24.0,24.0,24,4
2023-02-22 00:00:00+00:00,24.0,23.0,3,3
2023-02-23 00:00:00+00:00,24.0,24.0,7,3
2023-02-24 00:00:00+00:00,25.0,24.0,28,5
2023-02-25 00:00:00+00:00,24.0,23.0,8,4
2023-02-26 00:00:00+00:00,,,1,1
