time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-08 00:00:00+00:00,5,4,2,1
2022-12-09 00:00:00+00:00,37,27,11,1
2022-12-10 00:00:00+00:00,35,25,19,5
2022-12-11 00:00:00+00:00,39,26,21,6
2022-12-12 00:00:00+00:00,34,28,7,3
2022-12-13 00:00:00+00:00,30,24,21,10
2022-12-14 00:00:00+00:00,30,24,12,3
2022-12-15 00:00:00+00:00,31,24,7,4
2022-12-16 00:00:00+00:00,38,28,8,3
2022-12-17 00:00:00+00:00,44,24,1,1
2022-12-18 00:00:00+00:00,36,24,12,6
2022-12-19 00:00:00+00:00,34,24,7,3
2022-12-20 00:00:00+00:00,37,25,4,4
2022-12-21 00:00:00+00:00,36,25,5,3
2022-12-22 00:00:00+00:00,25,19,1,1
