time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-17 00:00:00+00:00,7,3,39,5
2022-07-18 00:00:00+00:00,10,6,156,3
2022-07-19 00:00:00+00:00,14,6,74,6
2022-07-20 00:00:00+00:00,6,4,19,2
2022-07-21 00:00:00+00:00,25,15,106,7
2022-07-22 00:00:00+00:00,40,31,60,5
2022-07-23 00:00:00+00:00,71,29,15,4
2022-07-24 00:00:00+00:00,47,25,10,4
2022-07-25 00:00:00+00:00,41,26,1,1
2022-07-26 00:00:00+00:00,42,25,1,1
2022-07-27 00:00:00+00:00,44,27,12,5
2022-07-28 00:00:00+00:00,38,25,9,4
2022-07-29 00:00:00+00:00,47,25,8,3
2022-07-30 00:00:00+00:00,57,26,4,3
2022-07-31 00:00:00+00:00,17,11,2,2
