url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,103,71
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,17,13
/Luois45/claim-free-steam-packages/issues,10,5
/Luois45/claim-free-steam-packages/blob/main/get_package_list.py,10,4
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,8,5
/Luois45/claim-free-steam-packages/tree/main/.github,6,2
/Luois45/claim-free-steam-packages/blob/main/activate_packages.py,6,1
/Luois45/claim-free-steam-packages/blob/main/package_list.txt,4,2
/Luois45/claim-free-steam-packages/blob/main/build.bat,4,1
/Luois45/claim-free-steam-packages/tree/main/.github/workflows,4,1
