url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,77,49
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,16,10
/Luois45/claim-free-steam-packages/issues,7,3
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,6,4
/Luois45/claim-free-steam-packages/issues/166,4,2
/Luois45/claim-free-steam-packages/pull/169,4,1
/Luois45/claim-free-steam-packages/pulls,4,1
/Luois45/claim-free-steam-packages/blob/main/get_package_list.py,3,3
/Luois45/claim-free-steam-packages/pull/165,3,1
/Luois45/claim-free-steam-packages/issues/110,2,2
