url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,70,51
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,20,16
/Luois45/claim-free-steam-packages/issues,7,7
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,5,4
/Luois45/claim-free-steam-packages/actions,2,2
/Luois45/claim-free-steam-packages/blob/main/activate_packages.py,2,2
/Luois45/claim-free-steam-packages/find/main,2,2
/Luois45/claim-free-steam-packages/issues/17,2,2
/Luois45/claim-free-steam-packages/actions/workflows/update_package_list.yml,2,1
/Luois45/claim-free-steam-packages/discussions,2,1
