url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,70,50
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,22,18
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,5,4
/Luois45/claim-free-steam-packages/issues,4,4
/Luois45/claim-free-steam-packages/find/main,2,2
/Luois45/claim-free-steam-packages/actions/workflows/update_package_list.yml,2,1
/Luois45/claim-free-steam-packages/actions,1,1
/Luois45/claim-free-steam-packages/actions/runs/3902941857,1,1
/Luois45/claim-free-steam-packages/actions/runs/3902941857/workflow,1,1
/Luois45/claim-free-steam-packages/actions/runs/3910688779,1,1
