time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-12 00:00:00+00:00,26,5,138,2
2022-09-13 00:00:00+00:00,25,23,2,2
2022-09-14 00:00:00+00:00,22,21,14,7
2022-09-15 00:00:00+00:00,28,23,10,2
2022-09-16 00:00:00+00:00,32,24,8,4
2022-09-17 00:00:00+00:00,33,23,2,2
2022-09-18 00:00:00+00:00,33,23,4,2
2022-09-19 00:00:00+00:00,23,21,16,5
2022-09-20 00:00:00+00:00,20,20,9,7
2022-09-21 00:00:00+00:00,26,21,1,1
2022-09-22 00:00:00+00:00,25,21,1,1
2022-09-23 00:00:00+00:00,27,21,14,4
2022-09-24 00:00:00+00:00,29,23,13,2
2022-09-25 00:00:00+00:00,31,22,16,3
2022-09-26 00:00:00+00:00,20,18,2,1
