url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,65,39
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,13,8
/Luois45/claim-free-steam-packages/search,7,4
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,5,5
/Luois45/claim-free-steam-packages/tree/main/.github,3,2
/Luois45/claim-free-steam-packages/blob/main/activate_packages.py,3,1
/Luois45/claim-free-steam-packages/blob/main/docker-compose.yml,2,2
/Luois45/claim-free-steam-packages/blob/main/.github/workflows/generate_repository_stats.yml,2,1
/Luois45/claim-free-steam-packages/blob/main/.github/workflows/update_package_list.yml,2,1
/Luois45/claim-free-steam-packages/tags,2,1
