time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-15 00:00:00+00:00,26,21,10.0,2.0
2022-09-16 00:00:00+00:00,32,24,8.0,4.0
2022-09-17 00:00:00+00:00,33,23,2.0,2.0
2022-09-18 00:00:00+00:00,33,23,4.0,2.0
2022-09-19 00:00:00+00:00,23,21,16.0,5.0
2022-09-20 00:00:00+00:00,20,20,9.0,7.0
2022-09-21 00:00:00+00:00,26,21,1.0,1.0
2022-09-22 00:00:00+00:00,25,21,1.0,1.0
2022-09-23 00:00:00+00:00,27,21,14.0,4.0
2022-09-24 00:00:00+00:00,29,23,13.0,2.0
2022-09-25 00:00:00+00:00,31,22,16.0,3.0
2022-09-26 00:00:00+00:00,24,22,3.0,2.0
2022-09-27 00:00:00+00:00,24,21,4.0,3.0
2022-09-28 00:00:00+00:00,25,23,8.0,4.0
2022-09-29 00:00:00+00:00,2,2,,
