url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,101,68
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,16,11
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,6,4
/Luois45/claim-free-steam-packages/blob/main/get_package_list.py,6,3
/Luois45/claim-free-steam-packages/pulls,5,1
/Luois45/claim-free-steam-packages/blob/main/activate_packages-headless.spec,4,2
/Luois45/claim-free-steam-packages/blob/main/build.bat,4,2
/Luois45/claim-free-steam-packages/blob/main/default-config.json,4,2
/Luois45/claim-free-steam-packages/blob/main/package_list.txt,4,2
/Luois45/claim-free-steam-packages/actions,4,1
