url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,84,46
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,14,10
/Luois45/claim-free-steam-packages/issues,12,7
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,6,4
/Luois45/claim-free-steam-packages/blob/main/package_list.txt,4,3
/Luois45/claim-free-steam-packages/actions,4,1
/Luois45/claim-free-steam-packages/blob/main/get_package_list.py,3,2
/Luois45/claim-free-steam-packages/blob/main/activate_packages.py,3,1
/Luois45/claim-free-steam-packages/find/main,2,2
/Luois45/claim-free-steam-packages/issues/166,2,2
