time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-07 00:00:00+00:00,14,14,5,3
2023-06-08 00:00:00+00:00,26,26,21,10
2023-06-09 00:00:00+00:00,26,26,14,8
2023-06-10 00:00:00+00:00,24,24,5,2
2023-06-11 00:00:00+00:00,24,24,55,11
2023-06-12 00:00:00+00:00,27,26,16,6
2023-06-13 00:00:00+00:00,25,25,13,8
2023-06-14 00:00:00+00:00,24,24,17,5
2023-06-15 00:00:00+00:00,25,25,10,6
2023-06-16 00:00:00+00:00,24,24,10,8
2023-06-17 00:00:00+00:00,24,23,12,4
2023-06-18 00:00:00+00:00,24,24,11,7
2023-06-19 00:00:00+00:00,28,27,12,6
2023-06-20 00:00:00+00:00,24,24,5,3
2023-06-21 00:00:00+00:00,8,8,2,1
