time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-04 00:00:00+00:00,8,8,2,1
2022-08-05 00:00:00+00:00,23,22,10,4
2022-08-06 00:00:00+00:00,27,23,15,2
2022-08-07 00:00:00+00:00,32,24,10,3
2022-08-08 00:00:00+00:00,24,23,18,1
2022-08-09 00:00:00+00:00,31,25,48,7
2022-08-10 00:00:00+00:00,24,23,1,1
2022-08-11 00:00:00+00:00,37,23,2,2
2022-08-12 00:00:00+00:00,40,28,63,5
2022-08-13 00:00:00+00:00,31,24,2,1
2022-08-14 00:00:00+00:00,41,24,1,1
2022-08-15 00:00:00+00:00,32,22,15,3
2022-08-16 00:00:00+00:00,29,22,3,2
2022-08-17 00:00:00+00:00,22,22,3,2
2022-08-18 00:00:00+00:00,13,12,8,2
