time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-15 00:00:00+00:00,27,27,9.0,6.0
2023-08-16 00:00:00+00:00,27,27,8.0,3.0
2023-08-17 00:00:00+00:00,26,25,10.0,7.0
2023-08-18 00:00:00+00:00,27,25,,
2023-08-19 00:00:00+00:00,27,25,5.0,4.0
2023-08-20 00:00:00+00:00,24,24,6.0,3.0
2023-08-21 00:00:00+00:00,27,26,5.0,4.0
2023-08-22 00:00:00+00:00,27,26,27.0,6.0
2023-08-23 00:00:00+00:00,25,25,,
2023-08-24 00:00:00+00:00,26,25,9.0,5.0
2023-08-25 00:00:00+00:00,26,25,9.0,6.0
2023-08-26 00:00:00+00:00,26,25,2.0,2.0
2023-08-27 00:00:00+00:00,29,27,7.0,4.0
2023-08-28 00:00:00+00:00,31,29,5.0,3.0
