url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,110,72
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,19,13
/Luois45/claim-free-steam-packages/actions,8,1
/Luois45/claim-free-steam-packages/actions/workflows/update_package_list.yml,8,1
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,6,4
/Luois45/claim-free-steam-packages/blob/main/get_package_list.py,6,3
/Luois45/claim-free-steam-packages/issues,6,3
/Luois45/claim-free-steam-packages/blob/main/Dockerfile,6,2
/Luois45/claim-free-steam-packages/pulls,5,1
/Luois45/claim-free-steam-packages/releases,4,4
