time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-17 00:00:00+00:00,,,2,2
2022-07-18 00:00:00+00:00,10.0,6.0,156,3
2022-07-19 00:00:00+00:00,14.0,6.0,74,6
2022-07-20 00:00:00+00:00,6.0,4.0,19,2
2022-07-21 00:00:00+00:00,25.0,15.0,106,7
2022-07-22 00:00:00+00:00,40.0,31.0,60,5
2022-07-23 00:00:00+00:00,71.0,29.0,15,4
2022-07-24 00:00:00+00:00,47.0,25.0,10,4
2022-07-25 00:00:00+00:00,41.0,26.0,1,1
2022-07-26 00:00:00+00:00,42.0,25.0,1,1
2022-07-27 00:00:00+00:00,44.0,27.0,12,5
2022-07-28 00:00:00+00:00,38.0,25.0,9,4
2022-07-29 00:00:00+00:00,47.0,25.0,8,3
2022-07-30 00:00:00+00:00,57.0,26.0,4,3
2022-07-31 00:00:00+00:00,34.0,22.0,5,4
