time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-13 00:00:00+00:00,15,15,,
2023-03-14 00:00:00+00:00,35,28,15.0,5.0
2023-03-15 00:00:00+00:00,26,24,8.0,6.0
2023-03-16 00:00:00+00:00,24,24,3.0,3.0
2023-03-17 00:00:00+00:00,25,25,14.0,7.0
2023-03-18 00:00:00+00:00,25,25,6.0,5.0
2023-03-19 00:00:00+00:00,25,24,25.0,9.0
2023-03-20 00:00:00+00:00,27,26,10.0,4.0
2023-03-21 00:00:00+00:00,24,24,4.0,4.0
2023-03-22 00:00:00+00:00,25,25,5.0,3.0
2023-03-23 00:00:00+00:00,25,24,4.0,4.0
2023-03-24 00:00:00+00:00,109,35,254.0,9.0
2023-03-25 00:00:00+00:00,25,25,7.0,6.0
2023-03-26 00:00:00+00:00,26,26,4.0,3.0
2023-03-27 00:00:00+00:00,8,8,14.0,2.0
