url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,51,34
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,12,8
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,5,5
/Luois45/claim-free-steam-packages/issues,3,2
/Luois45/claim-free-steam-packages/blob/main/.github/workflows/generate_repository_stats.yml,2,1
/Luois45/claim-free-steam-packages/blob/main/.github/workflows/update_package_list.yml,2,1
/Luois45/claim-free-steam-packages/blob/main/README.md,2,1
/Luois45/claim-free-steam-packages/edit/main/README.md,2,1
/Luois45/claim-free-steam-packages/blob/main/get_package_list.py,1,1
/Luois45/claim-free-steam-packages/blob/main/.github/workflows/build.yml,1,1
