time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-23 00:00:00+00:00,648,22,4.0,3.0
2023-01-24 00:00:00+00:00,49,24,22.0,3.0
2023-01-25 00:00:00+00:00,51,25,12.0,9.0
2023-01-26 00:00:00+00:00,50,26,5.0,3.0
2023-01-27 00:00:00+00:00,49,23,7.0,4.0
2023-01-28 00:00:00+00:00,54,27,1.0,1.0
2023-01-29 00:00:00+00:00,52,28,13.0,4.0
2023-01-30 00:00:00+00:00,49,26,6.0,4.0
2023-01-31 00:00:00+00:00,48,25,8.0,4.0
2023-02-01 00:00:00+00:00,43,25,16.0,6.0
2023-02-02 00:00:00+00:00,52,25,9.0,3.0
2023-02-03 00:00:00+00:00,48,25,23.0,8.0
2023-02-04 00:00:00+00:00,39,23,5.0,3.0
2023-02-05 00:00:00+00:00,41,26,4.0,4.0
2023-02-06 00:00:00+00:00,5,3,,
