url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,53,43
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,15,4
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,10,7
/Luois45/claim-free-steam-packages/blob/main/get_package_list.py,4,2
/Luois45/claim-free-steam-packages/blob/main/default-config.json,4,1
/Luois45/claim-free-steam-packages/tree/main,3,2
/Luois45/claim-free-steam-packages/blob/main/docker-compose.yml,3,1
/Luois45/claim-free-steam-packages/blame/main/docs/instructions-for-users-with-many-packages.md,2,1
/Luois45/claim-free-steam-packages/tree/main/docs,2,1
/Luois45/claim-free-steam-packages/commit/dd6453d556d1ff77b4c9bfc7ce0e999a5c038f74,1,1
