time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-19 00:00:00+00:00,13,13,14,4
2023-09-20 00:00:00+00:00,26,25,3,3
2023-09-21 00:00:00+00:00,32,25,33,6
2023-09-22 00:00:00+00:00,35,26,38,17
2023-09-23 00:00:00+00:00,50,26,6,4
2023-09-24 00:00:00+00:00,37,25,23,5
2023-09-25 00:00:00+00:00,35,29,20,5
2023-09-26 00:00:00+00:00,25,25,25,18
2023-09-27 00:00:00+00:00,24,24,32,18
2023-09-28 00:00:00+00:00,26,25,12,8
2023-09-29 00:00:00+00:00,31,26,19,7
2023-09-30 00:00:00+00:00,39,25,11,9
2023-10-01 00:00:00+00:00,29,27,18,10
2023-10-02 00:00:00+00:00,26,25,26,8
2023-10-03 00:00:00+00:00,10,10,4,2
