referrer,views_total,views_unique
github.com,93,30
Google,38,22
Bing,11,1
forums.unraid.net,9,5
edgeservices.bing.com,3,1
DuckDuckGo,2,2
5x.github.io,2,1
tr.search.yahoo.com,2,1
search.brave.com,1,1
