time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-01 00:00:00+00:00,9,6,3,1
2023-02-02 00:00:00+00:00,52,25,9,3
2023-02-03 00:00:00+00:00,48,25,23,8
2023-02-04 00:00:00+00:00,39,23,5,3
2023-02-05 00:00:00+00:00,41,26,4,4
2023-02-06 00:00:00+00:00,35,25,4,3
2023-02-07 00:00:00+00:00,36,25,13,9
2023-02-08 00:00:00+00:00,36,26,4,3
2023-02-09 00:00:00+00:00,35,25,32,3
2023-02-10 00:00:00+00:00,39,23,8,3
2023-02-11 00:00:00+00:00,39,24,15,6
2023-02-12 00:00:00+00:00,34,22,1,1
2023-02-13 00:00:00+00:00,43,31,2,2
2023-02-14 00:00:00+00:00,43,30,23,7
2023-02-15 00:00:00+00:00,22,17,6,4
