time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-10 00:00:00+00:00,22,19,2.0,1.0
2022-09-11 00:00:00+00:00,33,23,61.0,5.0
2022-09-12 00:00:00+00:00,51,24,140.0,4.0
2022-09-13 00:00:00+00:00,25,23,2.0,2.0
2022-09-14 00:00:00+00:00,22,21,14.0,7.0
2022-09-15 00:00:00+00:00,28,23,10.0,2.0
2022-09-16 00:00:00+00:00,32,24,8.0,4.0
2022-09-17 00:00:00+00:00,33,23,2.0,2.0
2022-09-18 00:00:00+00:00,33,23,4.0,2.0
2022-09-19 00:00:00+00:00,23,21,16.0,5.0
2022-09-20 00:00:00+00:00,20,20,9.0,7.0
2022-09-21 00:00:00+00:00,26,21,1.0,1.0
2022-09-22 00:00:00+00:00,25,21,1.0,1.0
2022-09-23 00:00:00+00:00,27,21,14.0,4.0
2022-09-24 00:00:00+00:00,3,3,,
