time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-30 00:00:00+00:00,27,22,17,9
2022-12-01 00:00:00+00:00,30,24,6,3
2022-12-02 00:00:00+00:00,32,26,8,2
2022-12-03 00:00:00+00:00,33,24,7,2
2022-12-04 00:00:00+00:00,33,24,14,5
2022-12-05 00:00:00+00:00,43,29,8,3
2022-12-06 00:00:00+00:00,36,26,17,3
2022-12-07 00:00:00+00:00,35,27,2,2
2022-12-08 00:00:00+00:00,29,25,11,5
2022-12-09 00:00:00+00:00,37,27,11,1
2022-12-10 00:00:00+00:00,35,25,19,5
2022-12-11 00:00:00+00:00,39,26,21,6
2022-12-12 00:00:00+00:00,34,28,7,3
2022-12-13 00:00:00+00:00,30,24,21,10
