url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,79,42
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,13,8
/Luois45/claim-free-steam-packages/issues,8,5
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,6,4
/Luois45/claim-free-steam-packages/blob/main/package_list.txt,4,3
/Luois45/claim-free-steam-packages/blob/main/activate_packages.py,3,1
/Luois45/claim-free-steam-packages/find/main,2,2
/Luois45/claim-free-steam-packages/issues/166,2,2
/Luois45/claim-free-steam-packages/blob/main/get_package_list.py,2,1
/Luois45/claim-free-steam-packages/issues/17,2,1
