url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,75,53
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,18,13
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,13,8
/Luois45/claim-free-steam-packages/blob/main/package_list.txt,5,3
/Luois45/claim-free-steam-packages/blob/main/docker-compose.yml,4,1
/Luois45/claim-free-steam-packages/releases,3,3
/Luois45/claim-free-steam-packages/blob/main/activate_packages.py,3,1
/Luois45/claim-free-steam-packages/find/main,2,2
/Luois45/claim-free-steam-packages/issues,2,1
/Luois45/claim-free-steam-packages/actions/workflows/update_package_list.yml,1,1
