time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-30 00:00:00+00:00,10,5,,
2023-05-01 00:00:00+00:00,67,28,38.0,8.0
2023-05-02 00:00:00+00:00,71,27,3.0,3.0
2023-05-03 00:00:00+00:00,69,28,5.0,4.0
2023-05-04 00:00:00+00:00,70,26,5.0,5.0
2023-05-05 00:00:00+00:00,70,24,7.0,3.0
2023-05-06 00:00:00+00:00,72,25,7.0,3.0
2023-05-07 00:00:00+00:00,74,26,9.0,7.0
2023-05-08 00:00:00+00:00,55,27,14.0,4.0
2023-05-09 00:00:00+00:00,64,24,18.0,5.0
2023-05-10 00:00:00+00:00,58,23,6.0,4.0
2023-05-11 00:00:00+00:00,68,25,1.0,1.0
2023-05-12 00:00:00+00:00,69,27,24.0,9.0
2023-05-13 00:00:00+00:00,72,25,4.0,3.0
2023-05-14 00:00:00+00:00,54,20,11.0,5.0
