url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,41,32
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,9,7
/Luois45/claim-free-steam-packages/issues/38,7,1
/Luois45/claim-free-steam-packages/issues,5,3
/Luois45/claim-free-steam-packages/releases,4,3
/Luois45/claim-free-steam-packages/actions,3,3
/Luois45/claim-free-steam-packages/blob/main/.github/workflows/update_package_list.yml,2,1
/Luois45/claim-free-steam-packages/blob/main/README.md,2,1
/Luois45/claim-free-steam-packages/blob/main/docker-compose.yml,1,1
/Luois45/claim-free-steam-packages/blob/main/Dockerfile,1,1
