time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-19 00:00:00+00:00,21.0,20.0,5.0,4.0
2023-08-20 00:00:00+00:00,24.0,24.0,6.0,3.0
2023-08-21 00:00:00+00:00,27.0,26.0,5.0,4.0
2023-08-22 00:00:00+00:00,27.0,26.0,27.0,6.0
2023-08-23 00:00:00+00:00,25.0,25.0,,
2023-08-24 00:00:00+00:00,26.0,25.0,9.0,5.0
2023-08-25 00:00:00+00:00,26.0,25.0,9.0,6.0
2023-08-26 00:00:00+00:00,26.0,25.0,2.0,2.0
2023-08-27 00:00:00+00:00,29.0,27.0,7.0,4.0
2023-08-28 00:00:00+00:00,33.0,31.0,5.0,3.0
2023-08-29 00:00:00+00:00,25.0,25.0,16.0,3.0
2023-08-30 00:00:00+00:00,28.0,28.0,6.0,2.0
2023-08-31 00:00:00+00:00,25.0,25.0,7.0,1.0
2023-09-01 00:00:00+00:00,24.0,24.0,2.0,2.0
2023-09-02 00:00:00+00:00,,,2.0,2.0
