url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,75,54
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,21,14
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,15,9
/Luois45/claim-free-steam-packages/blob/main/activate_packages.py,4,2
/Luois45/claim-free-steam-packages/blob/main/package_list.txt,4,2
/Luois45/claim-free-steam-packages/blob/main/docker-compose.yml,4,1
/Luois45/claim-free-steam-packages/issues,3,2
/Luois45/claim-free-steam-packages/pulls,2,2
/Luois45/claim-free-steam-packages/releases,2,2
/Luois45/claim-free-steam-packages/actions/workflows/update_package_list.yml,1,1
