time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-17 00:00:00+00:00,6,6,1,1
2023-03-18 00:00:00+00:00,25,25,6,5
2023-03-19 00:00:00+00:00,25,24,25,9
2023-03-20 00:00:00+00:00,27,26,10,4
2023-03-21 00:00:00+00:00,24,24,4,4
2023-03-22 00:00:00+00:00,25,25,5,3
2023-03-23 00:00:00+00:00,25,24,4,4
2023-03-24 00:00:00+00:00,109,35,254,9
2023-03-25 00:00:00+00:00,25,25,7,6
2023-03-26 00:00:00+00:00,26,26,4,3
2023-03-27 00:00:00+00:00,44,30,56,15
2023-03-28 00:00:00+00:00,27,27,8,7
2023-03-29 00:00:00+00:00,25,25,7,4
2023-03-30 00:00:00+00:00,27,27,22,9
2023-03-31 00:00:00+00:00,16,16,17,3
