url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,131,69
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,26,16
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,21,8
/Luois45/claim-free-steam-packages/issues,15,6
/Luois45/claim-free-steam-packages/blob/main/activate_packages.py,12,4
/Luois45/claim-free-steam-packages/blob/main/get_package_list.py,11,4
/Luois45/claim-free-steam-packages/blob/main/default-config.json,10,3
/Luois45/claim-free-steam-packages/blob/main/package_list.txt,7,3
/Luois45/claim-free-steam-packages/tree/main,7,3
/Luois45/claim-free-steam-packages/issues/166,6,4
