time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-07 00:00:00+00:00,17,16,13,3
2022-09-08 00:00:00+00:00,24,18,3,2
2022-09-09 00:00:00+00:00,21,21,6,3
2022-09-10 00:00:00+00:00,27,22,2,1
2022-09-11 00:00:00+00:00,33,23,61,5
2022-09-12 00:00:00+00:00,51,24,140,4
2022-09-13 00:00:00+00:00,25,23,2,2
2022-09-14 00:00:00+00:00,22,21,14,7
2022-09-15 00:00:00+00:00,28,23,10,2
2022-09-16 00:00:00+00:00,32,24,8,4
2022-09-17 00:00:00+00:00,33,23,2,2
2022-09-18 00:00:00+00:00,33,23,4,2
2022-09-19 00:00:00+00:00,23,21,16,5
2022-09-20 00:00:00+00:00,20,20,9,7
