time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-08 00:00:00+00:00,3,2,,
2022-07-09 00:00:00+00:00,28,6,27.0,7.0
2022-07-10 00:00:00+00:00,17,4,19.0,7.0
2022-07-11 00:00:00+00:00,19,5,14.0,7.0
2022-07-12 00:00:00+00:00,18,7,2.0,2.0
2022-07-13 00:00:00+00:00,17,6,11.0,4.0
2022-07-14 00:00:00+00:00,10,4,34.0,7.0
2022-07-15 00:00:00+00:00,14,7,45.0,6.0
2022-07-16 00:00:00+00:00,20,6,19.0,2.0
2022-07-17 00:00:00+00:00,16,7,68.0,10.0
2022-07-18 00:00:00+00:00,10,6,156.0,3.0
2022-07-19 00:00:00+00:00,14,6,74.0,6.0
2022-07-20 00:00:00+00:00,6,4,19.0,2.0
2022-07-21 00:00:00+00:00,25,15,106.0,7.0
2022-07-22 00:00:00+00:00,26,23,41.0,2.0
