time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-03 00:00:00+00:00,22,22,4.0,2.0
2023-09-04 00:00:00+00:00,26,25,4.0,3.0
2023-09-05 00:00:00+00:00,24,24,,
2023-09-06 00:00:00+00:00,26,26,7.0,2.0
2023-09-07 00:00:00+00:00,26,26,3.0,2.0
2023-09-08 00:00:00+00:00,29,28,4.0,3.0
2023-09-09 00:00:00+00:00,24,23,22.0,9.0
2023-09-10 00:00:00+00:00,26,26,23.0,10.0
2023-09-11 00:00:00+00:00,29,27,21.0,4.0
2023-09-12 00:00:00+00:00,29,27,4.0,3.0
2023-09-13 00:00:00+00:00,40,24,10.0,6.0
2023-09-14 00:00:00+00:00,48,29,,
2023-09-15 00:00:00+00:00,37,31,6.0,5.0
2023-09-16 00:00:00+00:00,50,26,10.0,6.0
2023-09-17 00:00:00+00:00,4,2,1.0,1.0
