url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,81,43
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,19,11
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,14,6
/Luois45/claim-free-steam-packages/issues/166,13,2
/Luois45/claim-free-steam-packages/issues,10,2
/Luois45/claim-free-steam-packages/pulls,8,1
/Luois45/claim-free-steam-packages/pull/169,7,1
/Luois45/claim-free-steam-packages/blob/main/package_list.txt,6,3
/Luois45/claim-free-steam-packages/issues/167,6,1
/Luois45/claim-free-steam-packages/tree/auto-update,5,1
