time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-19 00:00:00+00:00,4,4,2,1
2022-11-20 00:00:00+00:00,29,23,18,3
2022-11-21 00:00:00+00:00,31,24,1,1
2022-11-22 00:00:00+00:00,29,23,15,7
2022-11-23 00:00:00+00:00,29,23,3,3
2022-11-24 00:00:00+00:00,31,24,3,2
2022-11-25 00:00:00+00:00,32,24,5,4
2022-11-26 00:00:00+00:00,38,24,18,6
2022-11-27 00:00:00+00:00,37,27,51,7
2022-11-28 00:00:00+00:00,29,23,4,3
2022-11-29 00:00:00+00:00,33,24,8,4
2022-11-30 00:00:00+00:00,30,25,19,10
2022-12-01 00:00:00+00:00,30,24,6,3
2022-12-02 00:00:00+00:00,32,26,8,2
2022-12-03 00:00:00+00:00,26,19,7,2
