time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-31 00:00:00+00:00,29,27,38,7
2023-08-01 00:00:00+00:00,25,25,45,8
2023-08-02 00:00:00+00:00,25,25,13,4
2023-08-03 00:00:00+00:00,26,26,8,4
2023-08-04 00:00:00+00:00,25,25,17,5
2023-08-05 00:00:00+00:00,29,29,16,10
2023-08-06 00:00:00+00:00,30,29,8,4
2023-08-07 00:00:00+00:00,28,27,2,2
2023-08-08 00:00:00+00:00,34,33,2,2
2023-08-09 00:00:00+00:00,34,30,2,2
2023-08-10 00:00:00+00:00,29,29,17,9
2023-08-11 00:00:00+00:00,38,33,15,7
2023-08-12 00:00:00+00:00,31,29,1,1
2023-08-13 00:00:00+00:00,24,24,8,5
