url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,106,74
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,22,16
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,16,8
/Luois45/claim-free-steam-packages/tree/main/docs,3,2
/Luois45/claim-free-steam-packages/blob/main/docker-compose.yml,3,1
/Luois45/claim-free-steam-packages/issues,3,1
/Luois45/claim-free-steam-packages/blob/main/activate_packages.py,2,2
/Luois45/claim-free-steam-packages/blob/main/default-config.json,2,2
/Luois45/claim-free-steam-packages/blob/main/README.md,2,2
/Luois45/claim-free-steam-packages/releases,2,2
