time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-20 00:00:00+00:00,4,4,,
2022-11-21 00:00:00+00:00,31,24,1.0,1.0
2022-11-22 00:00:00+00:00,29,23,15.0,7.0
2022-11-23 00:00:00+00:00,29,23,3.0,3.0
2022-11-24 00:00:00+00:00,31,24,3.0,2.0
2022-11-25 00:00:00+00:00,32,24,5.0,4.0
2022-11-26 00:00:00+00:00,38,24,18.0,6.0
2022-11-27 00:00:00+00:00,37,27,51.0,7.0
2022-11-28 00:00:00+00:00,29,23,4.0,3.0
2022-11-29 00:00:00+00:00,33,24,8.0,4.0
2022-11-30 00:00:00+00:00,30,25,19.0,10.0
2022-12-01 00:00:00+00:00,30,24,6.0,3.0
2022-12-02 00:00:00+00:00,32,26,8.0,2.0
2022-12-03 00:00:00+00:00,33,24,7.0,2.0
2022-12-04 00:00:00+00:00,26,18,9.0,3.0
