url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,100,69
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,20,14
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,13,6
/Luois45/claim-free-steam-packages/blob/main/docker-compose.yml,3,1
/Luois45/claim-free-steam-packages/issues,3,1
/Luois45/claim-free-steam-packages/blob/main/README.md,2,2
/Luois45/claim-free-steam-packages/tree/main,2,2
/Luois45/claim-free-steam-packages/blob/950dd6533d0b1a5e6b90d2241052bacee17031ef/default-config.json,2,1
/Luois45/claim-free-steam-packages/blob/950dd6533d0b1a5e6b90d2241052bacee17031ef/get_package_list.py,2,1
/Luois45/claim-free-steam-packages/blob/main/LICENSE,2,1
