time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-25 00:00:00+00:00,6,6,16,8
2023-06-26 00:00:00+00:00,28,27,17,6
2023-06-27 00:00:00+00:00,25,25,24,7
2023-06-28 00:00:00+00:00,27,27,4,3
2023-06-29 00:00:00+00:00,23,23,11,5
2023-06-30 00:00:00+00:00,27,27,42,9
2023-07-01 00:00:00+00:00,24,23,6,5
2023-07-02 00:00:00+00:00,24,23,11,3
2023-07-03 00:00:00+00:00,30,29,7,4
2023-07-04 00:00:00+00:00,25,24,13,7
2023-07-05 00:00:00+00:00,24,24,31,7
2023-07-06 00:00:00+00:00,27,27,8,7
2023-07-07 00:00:00+00:00,26,26,16,9
2023-07-08 00:00:00+00:00,44,26,35,4
2023-07-09 00:00:00+00:00,19,18,13,6
