url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,60,35
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,14,9
/Luois45/claim-free-steam-packages/issues,6,5
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,5,5
/Luois45/claim-free-steam-packages/blob/main/.github/workflows/update_package_list.yml,4,1
/Luois45/claim-free-steam-packages/blob/main/.github/workflows/build.yml,3,1
/Luois45/claim-free-steam-packages/blob/main/.github/workflows/generate_repository_stats.yml,3,1
/Luois45/claim-free-steam-packages/tree/main/.github,3,1
/Luois45/claim-free-steam-packages/blob/main/get_package_list.py,2,2
/Luois45/claim-free-steam-packages/issues/166,2,2
