url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,104,44
/Luois45/claim-free-steam-packages/actions,73,4
/Luois45/claim-free-steam-packages/issues,27,5
/Luois45/claim-free-steam-packages/tree/main/.github/workflows,18,4
/Luois45/claim-free-steam-packages/commits/main,14,1
/Luois45/claim-free-steam-packages/pull/42,12,3
/Luois45/claim-free-steam-packages/releases/tag/v1.4.2,12,2
/Luois45/claim-free-steam-packages/blob/main/.github/workflows/update_package_list.yml,11,4
/Luois45/claim-free-steam-packages/tree/main/.github,11,4
/Luois45/claim-free-steam-packages/discussions,10,1
