url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,71,37
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,10,4
/Luois45/claim-free-steam-packages/issues,6,6
/Luois45/claim-free-steam-packages/pull/164,6,1
/Luois45/claim-free-steam-packages/pulls,6,1
/Luois45/claim-free-steam-packages/blob/main/package_list.txt,5,4
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,4,3
/Luois45/claim-free-steam-packages/search,4,1
/Luois45/claim-free-steam-packages/releases,3,3
/Luois45/claim-free-steam-packages/blob/main/default-config.json,3,2
