url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,87,55
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,18,12
/Luois45/claim-free-steam-packages/issues,11,5
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,8,4
/Luois45/claim-free-steam-packages/blob/main/Dockerfile,4,1
/Luois45/claim-free-steam-packages/issues/166,2,2
/Luois45/claim-free-steam-packages/issues/257,2,2
/Luois45/claim-free-steam-packages/blob/main/get_package_list.py,2,1
/Luois45/claim-free-steam-packages/forks,2,1
/Luois45/claim-free-steam-packages/releases,2,1
